,Brand,Model,ModelVersion,Price,Carrosserie,État,Portes,Version pays,Kilométrage,Année,Puissance kW (CH),Transmission,Vitesses,Carburant,Couleur extérieure,Accoudoir,Assistant de démarrage en côte,Capteurs d'aide au stationnement arrière,Capteurs d'aide au stationnement avant,Climatisation,Climatisation automatique,Detecteur de lumiere,Detecteur de pluie,Regulateur de vitesse,Rétroviseurs lateraux electriques,Sieges electriques,Start/Stop automatique,Système de navigation,Vitres electriques,Volant en cuir,Volant multifonctions,Véhicule non fumeur,Sellerie cuir,MP3,Radio,Soundsystem,"Jantes alliage (13"")",Feux anti-brouillard,Sièges sport,Suspension sport,Rétroviseurs latéraux électriques,Sièges arrières 1/3 - 2/3,CD,Ordinateur de bord,ABS,Direction assistée,Verrouillage centralisé avec télécommande,"Jantes alliage (15"")",Pack Sport,Vitres électriques,Airbag avant,Airbag conducteur,Airbag passager,Verrouillage centralisé,"Climatisation automatique, bi-zone",Détecteur de lumière,Détecteur de pluie,Pare-brise chauffant,Radar de recul,Régulateur de vitesse,Sièges chauffants,Sièges électriques,Toit ouvrant,Toit panoramique,Vitres teintées,ESP,Attache remorque,"Jantes alliage (16"")",Pneus été,Airbag arrière,Airbags latéraux,Isofix,Phares de jour,Verrouillage centralisé sans clé,Anti-démarrage,Phares au Xénon,Jantes alliage,Système de nettoyage des phares,Siège à réglage lombaire,Anti-patinage,Phares directionnels,Jantes acier,Roue de secours,Roue de urgence,Radio numérique,Siège passager repliable,Dispositif mains libres,Alarme,LED phare de jour,Frein de stationnement électronique,Kit de dépannage,Pneus tout temps saisons,Affichage tête haute,USB,Pneus neige,Bluetooth,Assistant feux de route,Feux de route non éblouissants,Limiteur de vitesse,Phares au LED,Système d'appel d'urgence,Système de contrôle de la pression pneus,Système de détection de la somnolence,Catalyseur,Commande vocale,"Jantes alliage (17"")",Prolongateur d'autonomie,Rétroviseur intérieur anti-éblouissement automatique,Séparateur pour coffre,Chauffage auxiliaire,Sièges ventilés,Écran multifonction entièrement numérique,Alerte de franchissement involontaire de lignes,Caméra d'aide au stationnement,Hayon arrière électrique,Hotspot Wi-Fi,Sièges massants,Suspension pneumatique,Volant chauffant,Chargeur smartphone à induction,Assistant au freinage d'urgence,Assistant de vision nocturne,Avertisseur d'angle mort,Détection des panneaux routiers,Régulateur de distance,Système d'avertissement de distance,Ecran tactile,Éclairage d'ambiance,360° caméra,Android Auto,Apple CarPlay,Streaming audio intégré,Porte coulissante droite,Système d'aide au stationnement automatique,Porte-bagages,Phares Full LED,"Jantes alliage (19"")",Pack hiver,Palettes de changement de vitesses,Porte coulissante gauche,Compatible E-10,Cloison de cabine,Kit fumeur,Phares bi-xénon,Phares laser,"Jantes alliage (18"")","Climatisation automatique, 4 zones",Déflecteur,Coupe vent (pour cabriolet),Réglage électrique du siège arrière,"Jantes alliage (21"")",Trappe à ski,"Jantes alliage (20"")",Fonction TV,"Jantes alliage (22"")","Climatisation automatique, 3 zones",Porte coulissante,Tuning,Volant à droite,Fonctionne au biodiesel,"Jantes alliage (23"")",Auvent,Equipement handicapé,"Jantes alliage (14"")"
2051,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Volkswagen ,Golf 8 LIFE 2.0 TDI 115 DSG7,Golf,312901.0,Berline,Occasion,5,N/A,10 km,09/2022,85 kW (116 CH),Boîte automatique,7,Diesel,Gris,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,,,,,,,,,,,,True,True,,True,True,,,True,,,,,,True,True,,,,,,True,,,,,True,,,,,,,,True,,True,,,True,,,,,,True,,,,,True,True,True,,,,,,,,,,,,,,,,,,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Volkswagen ,Life,Golf,309401.0,Berline,Démonstration,5,N/A,4 000 km,09/2022,96 kW (131 CH),Boîte manuelle,6,Essence,Argent,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,,,,,,True,,,True,True,True,,,,,True,True,,True,True,True,True,,True,True,True,,True,True,True,True,True,,True,,,True,,,True,,True,,,True,,,,,,,,True,,True,,,,True,,True,,,,True,True,True,True,,,,,True,,,,True,,,,True,,,,True,True,,True,True,,,True,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2054,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,Volkswagen ,R-Line 2.0 TDI DSG7,T-Roc,495051.0,Berline,Neuf,5,N/A,25 km,09/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Bleu,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,True,,,,,,,,True,,,True,True,True,,,,,,True,True,,True,True,True,,True,,True,True,,True,True,True,,,True,,True,True,,True,,,True,,True,,True,,,,True,,True,,True,,,,,True,,True,,,,True,True,,,,,,,True,,,,True,True,True,,,,,True,,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Volkswagen ,1.5 TSI 150 DSG R-LINE BUSINESS°PANO°18''°KAM°ACC,Taigo,349901.0,SUV/4x4/Pick-Up,Occasion,4,N/A,1 000 km,09/2022,110 kW (150 CH),Boîte automatique,N/A,Essence,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,True,,True,True,,True,,,True,True,True,True,,True,True,,True,True,True,True,True,True,,True,True,True,,True,True,True,True,,,True,,True,True,True,True,True,,,,True,True,,,,,True,,True,,True,True,True,,,True,,True,True,True,,,True,True,True,,True,,,True,True,,,True,True,True,,True,,,,True,True,,True,True,True,True,True,True,,True,True,True,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,
2058,Volkswagen ,2.0 TSI 180 kW DSG7,Golf GTI,399001.0,Berline,Démonstration,5,N/A,10 000 km,09/2022,180 kW (245 CH),Boîte automatique,7,Essence,Rouge,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,True,True,True,,,True,True,True,,,True,,,True,True,True,,,True,,True,,True,,,,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,True,True,True,,,True,,,True,True,,True,True,,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2059,Volkswagen ,R-Line 1.5TSI 150PS DSG7,T-Roc,424871.0,Berline,Neuf,5,N/A,25 km,09/2022,110 kW (150 CH),Boîte automatique,7,Essence,Bleu,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,Oui,,,,,,True,,,,,,True,True,True,,,,,,True,True,True,True,True,True,,True,,True,,,True,True,True,True,,True,,True,True,,True,,,True,,,True,,,,,True,,,True,True,True,,,,True,,True,True,,,True,True,,True,,,,,True,,,,True,True,True,,True,,,,,True,,,,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2060,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Volkswagen ,Pro,ID.4,549901.0,SUV/4x4/Pick-Up,Démonstration,N/A,N/A,1 000 km,09/2022,150 kW (204 CH),Boîte automatique,5,Electrique,Argent,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,True,,True,,,True,True,True,,,True,,,True,True,True,,True,True,True,True,,True,True,,,True,True,True,,,,True,True,,True,,,True,,,True,,,,,True,,True,True,True,True,,,True,True,,True,True,,,True,True,True,True,,,,True,True,,,,True,True,True,True,True,,,True,True,True,,True,True,,,True,True,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,Volkswagen ,Life Urban Sport,Tiguan,419901.0,SUV/4x4/Pick-Up,Démonstration,N/A,N/A,1 000 km,09/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Argent,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,True,,True,,,True,,,True,True,True,,,True,,,True,True,True,,True,True,,True,True,True,,,,True,True,True,,,,True,True,,True,,,True,,,True,,,,,True,,True,True,True,True,,,True,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,True,True,,,,True,True,,,True,,,True,True,,True,True,,,,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2063,Volkswagen ,Life,Golf Variant,319401.0,Break,Démonstration,5,N/A,4 000 km,10/2022,85 kW (116 CH),Boîte automatique,7,Diesel,Argent,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,,,True,True,,,,,True,,,True,True,True,,,,,True,True,True,True,,True,,,True,True,,,,,True,True,,,True,,True,True,,,,,True,,,True,,,,,True,,True,,True,True,,,,True,,True,,,,True,True,True,True,,,,,True,,,,True,True,True,,True,,,,True,True,,,True,,,True,True,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2064,Volkswagen ,Style 2.0 TDI,Golf,357601.0,Berline,Neuf,5,N/A,25 km,10/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,True,,,,True,True,,,,,,True,True,,,True,True,,True,,True,True,,,True,True,,,True,,True,True,,,,,True,,True,,True,,,,True,,True,,True,True,,,,True,,True,,,,,True,,True,,,,,True,,,,True,True,,,,,,True,,True,,,,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Volkswagen ,R-Line,Golf,423261.0,Berline,Neuf,N/A,N/A,10 km,10/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Gris,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,True,,,True,,True,,,True,True,,,,True,,,True,True,True,,True,True,,True,,True,,,,True,True,,,,,True,True,,True,True,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,True,,,,True,True,,True,True,,,True,True,,True,True,,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2066,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,Volkswagen ,Plateau Double Cabine,Crafter,414901.0,Utilitaire,Occasion,4,N/A,30 km,11/2022,103 kW (140 CH),Boîte manuelle,6,Diesel,Blanc,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Oui,,,True,,,,,,True,,,True,,True,,,,,,True,True,True,,,,,,,,,,,,True,,,,,,,,,True,,,,,True,,,True,,True,,,,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,Volkswagen ,R-Line 1.5 TSI 110kW DSG7,Taigo,362001.0,Berline,Neuf,5,N/A,10 km,11/2022,110 kW (150 CH),Boîte automatique,7,Essence,Vert,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,True,True,True,,,,,,True,True,True,True,,True,,True,,True,,,True,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,,True,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2069,Volkswagen ,R-Line 2.0 TDI 4Motion DSG7,T-Roc,462001.0,SUV/4x4/Pick-Up,Démonstration,5,N/A,6 000 km,11/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Argent,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,True,,,True,True,True,,,,,,True,True,True,True,True,True,,True,,True,,,,True,True,True,,True,,True,True,,True,True,,True,,True,True,True,,,,True,,True,True,True,True,,,,True,,True,,,,True,True,,True,,,,,True,,,,True,True,True,,,,,True,,True,,True,True,,,True,True,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2070,Volkswagen ,Style 1.5 TSI 110kW DSG7,Taigo,319901.0,Berline,Démonstration,5,N/A,1 000 km,11/2022,110 kW (150 CH),Boîte automatique,7,Essence,Noir,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,True,True,True,,,,,,True,True,True,True,,True,,True,,True,,,,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,,True,True,,,,,,,True,,,True,,,True,True,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2071,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,Volkswagen ,Style 1.5 TSI,T-Cross,330841.0,Berline,Neuf,5,N/A,25 km,11/2022,110 kW (150 CH),Boîte automatique,7,Essence,Blanc,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,Oui,,,,,,True,,,True,,,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,True,True,,,True,,True,True,,,,,True,,,,,,,,True,,,,True,,,,,True,,True,True,,,True,True,,True,,,,,True,,,,True,True,True,,,,,,True,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2073,Volkswagen ,Life 1.0 TSI 81 kW DSG7,T-Cross,315441.0,Berline,Neuf,5,N/A,25 km,11/2022,81 kW (110 CH),Boîte automatique,7,Essence,Noir,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,,True,,,True,,True,True,,,,,,,,,,,,,True,,,,True,,,,,True,,True,,,,True,True,,,,,,,True,,,,True,True,True,,,,,,True,True,,,True,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2074,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,Volkswagen ,R-Line 2.0 TDI 110 kW DSG7,Golf,409501.0,Berline,Neuf,5,N/A,10 km,11/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Gris,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,True,,True,True,True,True,,,,,,True,True,True,,,True,,True,,True,,,,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,True,True,True,,True,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2076,Volkswagen ,R-Line,Golf,319301.0,Berline,Démonstration,5,N/A,2 000 km,11/2022,110 kW (150 CH),Boîte manuelle,6,Diesel,Rouge,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,,,,True,,True,,,True,True,True,,,True,,True,True,True,True,,True,True,,True,,True,,,,True,True,,,True,,True,True,,True,True,,True,,,True,True,,True,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,True,,,True,True,True,,True,True,,,True,True,,True,True,,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2077,Volkswagen ,2.0 TSI OPF DSG Clubsport,Golf GTI,46900.0,Berline,Occasion,5,N/A,500 km,11/2022,221 kW (300 CH),Boîte automatique,7,Essence,Gris,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,Oui,True,,True,True,,,True,True,True,True,,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,True,True,,True,,,True,True,,,,True,,True,True,True,True,,,,True,,True,True,True,,True,True,True,True,,True,,,True,,,True,True,True,True,,True,,,True,True,True,,True,True,True,True,,True,,True,True,,,True,,True,,True,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2078,Volkswagen ,Style Umbau 2.0 TDI 90 kW /,Caddy,479001.0,Utilitaire,Démonstration,5,N/A,1 000 km,11/2022,90 kW (122 CH),Boîte automatique,7,Diesel,Blanc,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,True,,,,True,True,,,,,,True,True,True,True,True,True,,True,,True,,,,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,,,True,,True,True,,,True,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,
2079,Volkswagen ,Style 1.5 TSI 110 kW DSG7,T-Cross,320001.0,Berline,Démonstration,N/A,N/A,3 000 km,11/2022,110 kW (150 CH),Boîte automatique,7,Essence,Blanc,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,True,True,True,,,,,,True,True,True,True,,True,,True,,True,,,,True,True,,,,,True,True,True,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,,,True,,True,True,,,True,,,True,True,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Volkswagen ,R-Line,Golf,407841.0,Berline,Neuf,N/A,N/A,10 km,11/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,True,,True,,,True,True,True,,,True,,,True,True,True,,True,True,,True,True,True,,,True,True,True,,,,,True,True,,True,,,True,,,True,,,,,True,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,True,,,,True,True,,True,True,,,True,True,,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2081,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Volkswagen ,Style 1.5 TSI 110 kW DSG7,T-Cross,333691.0,Berline,Neuf,5,N/A,25 km,12/2022,110 kW (150 CH),Boîte automatique,7,Essence,Gris,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,Oui,,,,,,,,,True,,,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,,True,,,True,,True,True,,,,,True,,True,True,,,,,True,,,,True,True,,,,True,,True,,,,True,True,,True,,,,,,,,,True,True,True,,,,,,True,True,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,Volkswagen ,R-Line 1.0 TSI 81kW DSG7,Taigo,318271.0,Berline,Neuf,5,N/A,25 km,12/2022,81 kW (110 CH),Boîte automatique,7,Essence,Blanc,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,Oui,,,,,,,True,True,True,,,,True,,,,,,,True,True,,True,True,True,,True,,True,,,,True,True,,,True,,True,True,,True,,,True,,,True,,,,,True,,,,True,True,,,,True,,True,,,,,True,,True,,,,,True,,,,True,True,True,,,,,,True,True,,,,,,True,True,,True,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Volkswagen ,Life,T-Cross,312591.0,Berline,Neuf,5,N/A,25 km,12/2022,81 kW (110 CH),Boîte automatique,7,Essence,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,,True,,,True,,True,True,,,,,,,,True,,,,,True,,,,True,,,,,True,,True,,,,True,True,,,,,,,True,,,,True,True,True,,,,,,True,True,,,True,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Volkswagen ,Style 1.5 TSI,T-Cross,361801.0,Berline,Neuf,5,N/A,25 km,12/2022,110 kW (150 CH),Boîte automatique,7,Essence,Gris,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,,,True,,,,True,True,,,,,,True,True,,True,True,True,,True,,True,,,,,True,,,True,,True,True,,,,,,,,,,,,,True,,,True,True,,,,,True,,True,,,,True,,,True,,,,,True,,,,True,True,True,,,,,,True,True,,,True,,,True,,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2086,Volkswagen ,GTX,ID.5,60990.0,SUV/4x4/Pick-Up,Démonstration,5,N/A,100 km,12/2022,220 kW (299 CH),Boîte automatique,5,Electrique,Rouge,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,Oui,,,True,True,,,,,True,,,,True,True,,,,,True,,,,,,True,,True,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Volkswagen ,R-Line,Golf,34990.0,Berline,Démonstration,5,N/A,100 km,12/2022,110 kW (150 CH),Boîte automatique,7,Diesel,Noir,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,Oui,,,True,,,,,,True,,,True,True,True,,,,,True,,,,,,True,,True,,,,,,,True,,,,,,,,,,,,,,True,,,,,,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2088,Volkswagen ,SB R-Line 147KW TDI DSG7,Arteon,539151.0,Berline,Neuf,5,N/A,0 km,01/2023,147 kW (200 CH),Boîte automatique,7,Diesel,Blanc,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,True,True,,True,,,True,True,True,,,True,,,True,True,True,,True,True,,True,,True,,,True,True,True,True,,True,,True,True,,True,True,,True,,True,True,,,,,,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,True,,,,,True,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Volkswagen ,R-Line 2.0 TDI 147KW 4M DSG7,Tiguan,556251.0,SUV/4x4/Pick-Up,Neuf,5,N/A,0 km,01/2023,147 kW (200 CH),Boîte automatique,7,Diesel,Noir,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,Oui,,,,,,True,True,,True,,,True,True,True,,,,,,True,True,True,,True,True,,True,,,,,True,True,True,True,,True,,,True,,True,True,,True,,,True,,,,,,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,,,,,True,,True,,,True,,,True,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Volkswagen ,Elegance 2.0 TDI 110KW DSG7,Passat Variant,573501.0,Break,Neuf,5,N/A,0 km,03/2023,110 kW (150 CH),Boîte automatique,7,Diesel,Argent,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,,,,,,,True,,,True,True,True,,,,,,True,True,True,,True,True,,True,,True,True,,True,True,True,True,,True,,True,True,,True,True,,True,,True,True,,,,,,,True,True,True,True,,,,True,,True,True,,,True,True,True,True,,,,,True,,,,True,True,True,True,,,,True,True,True,,True,True,,,True,True,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Volkswagen ,R-Line,Golf,359271.0,Berline,Neuf,5,N/A,10 km,N/A,110 kW (150 CH),Boîte automatique,7,Diesel,Noir,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,Oui,,,True,,,,True,,True,,,True,True,True,,,True,,True,True,True,True,,True,,,True,,True,,,,True,True,,,True,,True,True,,,True,,True,,True,True,True,,True,,True,,True,,True,True,,,,True,,True,True,,,True,True,True,,,,,,True,,,,True,True,True,,True,,,True,,True,,,True,,,True,,,True,True,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,
2092,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Volkswagen ,"GTI 2.0 180kW Automatik Sunroof, Winterpaket, P...",Golf,482621.0,Berline,Neuf,5,Union européenne,5 km,N/A,180 kW (245 CH),Boîte automatique,N/A,Essence 91,Noir,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,Oui,,True,True,,,,True,True,True,True,,True,,True,True,,,True,,True,True,,,True,,,True,True,True,,True,True,True,True,,,True,,True,True,,True,True,,,,,,True,,,True,True,,True,,True,,True,,,True,,True,,,True,True,True,True,True,,True,,,True,,,,True,True,True,,,,,True,True,,,,,True,,True,True,,True,True,True,,,,True,True,,True,,,,,,,,,,,,,,,,,True,,,,,,,,
