make,model,version,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,make_number,model_number,model_numberdos,make_model_ref,combustible_int,provincia_numero,cambio_int,prof_int,color_limpio,color_numero,km_0,km_0_int
HYUNDAI,TUCSON,HYUNDAI TUCSON 1.6 TGDI 130kW 177CV NLine 4X2 5p.,22000,Gasolina,2019.0,20500,177.0,5,Manual,Blanco,12,False,Barcelona,35,607,26,3526,1,7,0,0,Blanco,282,False,0
PEUGEOT,2008,PEUGEOT 2008 GT Line Puretech 130 SS BVM6 5p.,25900,Gasolina,2020.0,6900,130.0,5,Manual,Gris / Plata,18,True,Valencia,29,502,33,2933,1,45,0,1,Gris / Plata,412,True,1
VOLKSWAGEN,Crafter,VOLKSWAGEN Crafter 35 Furgon BM TN L3H2 2.0TDI 75kW 102CV,27600,Diésel,2020.0,3572,102.0,4,Manual,Blanco (B4B4 Blanco Candy sÃ³lido),16,True,Madrid,38,612,24,3824,0,29,0,1,Blanco,282,True,1
SEAT,Ateca,SEAT Ateca 1.0 TSI 85kW 115CV StSp Style Eco 5p.,22100,Gasolina,2019.0,2547,115.0,5,Manual,9P9P Blanco Bila (sÃ³lido),12,True,Barcelona,27,643,15,2715,1,7,0,1,9P9P Blanco Bila,194,True,1
HONDA,Civic,HONDA Civic 1.5 IVTEC TURBO SPORT PLUS 5p.,29300,Gasolina,2020.0,0,182.0,5,Manual,Blanco (PERLADO),6,True,Madrid,30,404,9,3009,1,29,0,1,Blanco,282,True,1
SEAT,Ateca,SEAT Ateca 2.0 TDI 140kW 190CV DSG 4Dr StSp Xcel 5p.,22500,Diésel,2017.0,135000,190.0,5,Automático,Rojo,2,True,Orense,27,643,15,2715,0,34,1,1,Rojo,612,False,0
VOLKSWAGEN,T-Roc,VOLKSWAGEN TRoc Advance 1.5 TSI 110kW 150CV DSG 5p.,24990,Gasolina,2020.0,5,150.0,5,Automático,Azul (AZUL ATLÁNTICO ),28,True,Barcelona,38,697,32,3832,1,7,1,1,Azul,234,True,1
CITROEN,C4,CITROEN C4 PureTech 130 SS EAT8 Feel Pack 5p.,23000,Gasolina,2020.0,0,130.0,5,Manual,Gris / Plata (gris platino),8,True,Lleida,20,271,18,2018,1,27,0,1,Gris / Plata,412,True,1
AUDI,Q7,AUDI Q7 3.0 TDI 240cv quattro tiptronic Ambiente 5p.,21800,Diésel,2011.0,133842,240.0,5,Automático,Blanco (*SEV*),33,True,Alicante,49,734,26,4926,0,2,1,1,Blanco,282,False,0
FORD,Mondeo,FORD Mondeo 2.0 EcoBoost 177kW PowerShift STLine 5p.,23289,Gasolina,2017.0,16000,240.0,5,Automático,Blanco,11,False,Alicante,24,392,19,2419,1,2,1,0,Blanco,282,False,0
LAND-ROVER,Range Rover,LAND-ROVER Range Rover 3.0 SDV6 202kW 275CV VOGUE 5p.,96000,Diésel,2019.0,10000,275.0,5,Automático,Gris / Plata,26,True,Toledo,62,757,6,6206,0,44,1,1,Gris / Plata,412,False,0
RENAULT,Espace,RENAULT Espace Init. P. Blue dCi 147kW 200CV EDC  18 5p.,37900,Diésel,2019.0,5665,200.0,5,Automático,Negro (precio salón ocasión 10 al 12 exclusivo),16,True,Barcelona,19,511,35,1935,0,7,1,1,Negro,526,True,1
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 350 e 4p.,43990,Híbrido enchufable,2018.0,7800,279.0,4,Automático,Azul,37,True,Madrid,56,645,24,5624,5,29,1,1,Azul,234,True,1
BMW,Serie 1,BMW Serie 1 M135i 5p.,44990,Gasolina,2020.0,19000,306.0,5,Automático,Azul,15,True,Tenerife,50,515,3,5003,1,42,1,1,Azul,234,False,0
VOLVO,XC60,VOLVO XC60 2.0 D4 AWD Inscription Auto 5p.,37990,Diésel,2017.0,39000,190.0,5,Automático,Gris / Plata (PINE GREY),28,True,Álava,51,701,16,5116,0,50,1,1,Gris / Plata,412,False,0
PORSCHE,911,PORSCHE 911 CARRERA S 2p.,118500,Gasolina,2018.0,14190,420.0,2,Automático,Gris / Plata,42,True,Barcelona,67,857,10,6710,1,7,1,1,Gris / Plata,412,False,0
KIA,Niro,KIA Niro 1.6 GDi HEV 104kW 141CV Concept 5p.,22200,Híbrido,2019.0,19815,141.0,5,Automático,Gris / Plata,9,True,Madrid,40,633,23,4023,4,29,1,1,Gris / Plata,412,False,0
BMW,Serie 3,BMW Serie 3 M3 2p.,45950,Gasolina,2011.0,47000,420.0,2,Automático,Negro,36,False,Madrid,50,508,2,5002,1,29,1,0,Negro,526,False,0
TOYOTA,Rav4,TOYOTA Rav4 2.5l 220H Advance 5p.,29490,Híbrido,2020.0,10600,218.0,5,Automático,Rojo,12,True,Cáceres,33,583,21,3321,4,14,1,1,Rojo,612,False,0
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 5.0 V8 510 CV Supercharged 5p.,22000,Gasolina,2011.0,228000,510.0,5,Automático,Blanco,16,False,Barcelona,62,803,8,6208,1,7,1,0,Blanco,282,False,0
AUDI,Q5,AUDI Q5 2.0 TDI 150CV ultra S line edition 5p.,23500,Diésel,2016.0,121000,150.0,5,Manual,Blanco,26,False,Jaén,49,700,22,4922,0,23,0,0,Blanco,282,False,0
AUDI,A3,AUDI A3 Sedan 2.0 TFSI S3 300CV quattro 4p.,33500,Gasolina,2015.0,67000,300.0,4,Manual,Negro,42,True,Salamanca,49,542,10,4910,1,37,0,1,Negro,526,False,0
BMW,X1,BMW X1 sDrive18d 5p.,23900,Diésel,2016.0,46600,150.0,5,Manual,Negro (Saphirschwarz),54,True,Madrid,50,637,8,5008,0,29,0,1,Negro,526,False,0
AUDI,A4,AUDI A4 Black line 2.0 TDI 140kW quat S tr Avant 5p.,34800,Diésel,2018.0,36000,190.0,5,Automático,Blanco,24,True,Zaragoza,49,525,9,4909,0,49,1,1,Blanco,282,False,0
AUDI,R8,AUDI R8 Spyder 5.2 FSI V10 quattro 2p.,72990,Gasolina,2011.0,79343,525.0,2,Manual,Blanco,21,True,Barcelona,49,862,41,4941,1,7,0,1,Blanco,282,False,0
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d 4p.,42890,Diésel,2020.0,10258,194.0,4,Automático,Negro,11,True,Vizcaya,56,661,27,5627,0,47,1,1,Negro,526,False,0
BMW,X3,BMW X3 sDrive18d 5p.,27490,Diésel,2017.0,51423,150.0,5,Automático,A96 Mineralweiss (metalizada),4,True,Castellón,50,662,11,5011,0,10,1,1,A96 Mineralweiss,222,False,0
AUDI,A5,AUDI A5 Sportb 3.0 TDI clean 218 qua S tr S line 5p.,29500,Diésel,2016.0,78000,218.0,5,Automático,Gris / Plata,20,True,Valencia,49,659,14,4914,0,45,1,1,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 220 d AMG Line 5p.,25400,Diésel,2016.0,59213,177.0,5,Automático,650 Blanco Cirro (sÃ³lido),38,True,Zaragoza,56,676,29,5629,0,49,1,1,650 Blanco Cirro,136,False,0
BMW,Serie 2,BMW Serie 2 M235iA xDrive Gran Coupe 4p.,56990,Gasolina,2019.0,4980,306.0,4,Automático,Blanco,20,True,Girona,50,751,17,5017,1,17,1,1,Blanco,282,True,1
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d AMG Line 4p.,24990,Diésel,2015.0,89999,170.0,4,Manual,Blanco,40,True,Madrid,56,645,24,5624,0,29,0,1,Blanco,282,False,0
PEUGEOT,e-208,PEUGEOT e208 Electrico GT 5p.,27110,Eléctrico,2020.0,24,136.0,5,Automático,M6SM Azul VÃ©rtigo (especial),17,True,Madrid,29,705,40,2940,6,29,1,1,M6SM Azul VÃ©rtigo,496,True,1
AUDI,Q3,AUDI Q3 Design edition 2.0 TDI 110kW 150CV 5p.,23750,Diésel,2017.0,53000,150.0,5,Manual,Blanco,5,True,Madrid,49,693,20,4920,0,29,0,1,Blanco,282,False,0
CITROEN,Spacetourer,CITROEN Spacetourer Talla XL BlueHDi 110KW 150CV Business 4p.,25700,Diésel,2020.0,7700,150.0,4,Manual,Gris / Plata,6,True,Guipúzcoa,20,703,39,2039,0,20,0,1,Gris / Plata,412,True,1
AUDI,Q2,AUDI Q2 Black Line 35 TFSI 110kW 150CV 5p.,28200,Gasolina,2019.0,13662,150.0,5,Manual,G3G3 Gris Nano (metalizado),19,True,Granada,49,684,18,4918,1,18,0,1,G3G3 Gris Nano,381,False,0
BMW,Serie 5,BMW Serie 5 535d 4p.,23500,Diésel,2011.0,188500,300.0,4,Automático,Granate,11,False,Sevilla,50,593,7,5007,0,39,1,0,Granate,408,False,0
CITROEN,Spacetourer,CITROEN Spacetourer Talla XL BlueHDi 88KW 120CV Business 4p.,29999,Diésel,2020.0,3,120.0,4,Manual,Negro,0,True,Álava,20,703,39,2039,0,50,0,1,Negro,526,True,1
SEAT,Ateca,SEAT Ateca 2.0 TDI 110kW 150CV SS Xcellence Edit 5p.,24140,Diésel,2019.0,24000,150.0,5,Manual,Blanco,29,True,Toledo,27,643,15,2715,0,44,0,1,Blanco,282,False,0
BMW,Serie 3,BMW Serie 3 M3 2p.,36990,Gasolina,2005.0,183500,343.0,2,Automático,Gris / Plata (Silbergrau),22,True,Barcelona,50,508,2,5002,1,7,1,1,Gris / Plata,412,False,0
VOLKSWAGEN,Tiguan,VOLKSWAGEN Tiguan Advance 2.0 TDI 150CV BMT 5p.,22299,Diésel,2016.0,71937,150.0,5,Manual,U3U3 MarrÃ³n Nuez (metalizado),8,True,Valencia,38,649,29,3829,0,45,0,1,U3U3 MarrÃ³n Nuez,663,False,0
CITROEN,C5 Aircross,CITROEN C5 Aircross BlueHdi 96kW 130CV SS EAT8 Shine 5p.,30900,Diésel,2020.0,6,131.0,5,Automático,Blanco,18,True,A Coruña,20,692,38,2038,0,0,1,1,Blanco,282,True,1
MAZDA,Mazda3,MAZDA Mazda3 2.0 SKYACTIVG 88KW ZENITHNAVEGADOR 4p.,22600,Gasolina,2019.0,6000,120.0,4,Manual,Rojo,0,True,Cantabria,36,482,10,3610,1,9,0,1,Rojo,612,True,1
LAND-ROVER,Defender,LAND-ROVER Defender 110 Techo Duro Comercial E 3p.,21800,Diésel,2008.0,158000,122.0,3,Manual,Verde,7,False,Baleares,62,781,7,6207,0,6,0,0,Verde,668,False,0
BMW,Serie 1,BMW Serie 1 M135i 5p.,51900,Gasolina,2020.0,4300,306.0,5,Automático,Blanco (Alpinweiss),18,True,Barcelona,50,515,3,5003,1,7,1,1,Blanco,282,True,1
RENAULT,Captur,RENAULT Captur Zen Blue dCi 85kW 115CV 5p.,22200,Diésel,2020.0,1,115.0,5,Manual,Blanco (VARIAS UNIDADES Y COLORES),41,True,Toledo,19,513,36,1936,0,44,0,1,Blanco,282,True,1
AUDI,A1,AUDI A1 S1 2.0 TFSI 170kW quattro Sportback 5p.,31990,Gasolina,2018.0,14294,231.0,5,Manual,Rojo,39,True,Valencia,49,522,8,4908,1,45,0,1,Rojo,612,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 250 4MATIC 5p.,36800,Gasolina,2019.0,39000,224.0,5,Automático,Negro,31,True,Albacete,56,660,26,5626,1,1,1,1,Negro,526,False,0
VOLKSWAGEN,T-Cross,VOLKSWAGEN T-Cross Sport 1.0 TSI 85kW 115CV DSG 5p.,24600,Gasolina,2020.0,1900,115.0,5,Manual,Blanco,3,False,Barcelona,38,621,26,3826,1,7,0,0,Blanco,282,True,1
NISSAN,X-TRAIL,NISSAN XTRAIL 7 Pl. DIGT 120 kW 163 CV NCONNECTA 5p.,25290,Gasolina,2018.0,19990,163.0,5,Manual,Blanco,26,True,Málaga,37,623,41,3741,1,32,0,1,Blanco,282,False,0
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 250 Bluetec Avantgarde Compacto 5p.,38900,Diésel,2015.0,68700,190.0,5,Automático,Negro,22,True,A Coruña,56,794,34,5634,0,0,1,1,Negro,526,False,0
BMW,X2,BMW X2 sDrive18d 5p.,26900,Diésel,2018.0,8400,150.0,5,Manual,Blanco,11,True,Madrid,50,740,15,5015,0,29,0,1,Blanco,282,True,1
VOLVO,V60 Cross Country,VOLVO V60 Cross Country 2.4 D4 AWD Momentum Auto 5p.,46900,Diésel,2019.0,8,190.0,5,Automático,Gris / Plata,14,True,Vizcaya,51,730,17,5117,0,47,1,1,Gris / Plata,412,True,1
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Advance 2.0 TDI 110kW150CV DSG Variant 5p.,21900,Diésel,2017.0,91313,150.0,5,Automático,Negro,22,True,Madrid,38,475,18,3818,0,29,1,1,Negro,526,False,0
RENAULT,Kadjar,RENAULT Kadjar Zen GPF TCe 103kW 140CV 5p.,21900,Gasolina,2020.0,18000,140.0,5,Manual,Gris / Plata (Gris),13,True,León,19,577,39,1939,1,26,0,1,Gris / Plata,412,False,0
MERCEDES-BENZ,GLC Coupé,MERCEDES-BENZ GLC Coupe GLC 250 d 4MATIC 5p.,55099,Diésel,2019.0,29169,204.0,5,Automático,890 Azul Cavansita (metalizado),10,True,Málaga,56,822,40,5640,0,32,1,1,890 Azul Cavansita,171,False,0
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d 4p.,37990,Diésel,2020.0,9500,194.0,4,Automático,Azul (AZUL BRILLANTE),11,True,Madrid,56,645,24,5624,0,29,1,1,Azul,234,True,1
JAGUAR,F-Type,JAGUAR FType 2.0 I4 300PS Conv. RDynamic Auto 2p.,49900,Gasolina,2018.0,29900,300.0,2,Automático,Negro (Santorini Black),21,True,Málaga,57,833,10,5710,1,32,1,1,Negro,526,False,0
NISSAN,e-NV200,NISSAN eNV200 Furgon 4p 40 kWh BASIC,23900,Eléctrico,2019.0,1560,109.0,4,Automático,Blanco,18,True,Guipúzcoa,37,594,36,3736,6,20,1,1,Blanco,282,True,1
BMW,X1,BMW X1 sDrive18d 5p.,27490,Diésel,2017.0,84500,150.0,5,Automático,Gris / Plata (Mineralgrau),33,True,Granada,50,637,8,5008,0,18,1,1,Gris / Plata,412,False,0
BMW,X5,BMW X5 xDRIVE30d 5p.,41990,Diésel,2017.0,61000,258.0,5,Automático,Negro,14,True,Valencia,50,720,12,5012,0,45,1,1,Negro,526,False,0
AUDI,A4,AUDI A4 2.0 TDI 110kW150CV Advanced edition 4p.,22900,Diésel,2017.0,42000,150.0,4,Manual,Blanco,24,True,Castellón,49,525,9,4909,0,10,0,1,Blanco,282,False,0
AUDI,R8,AUDI R8 5.2 FSI V10 plus 610CV quattro S tronic 2p.,110000,Gasolina,2016.0,48000,610.0,2,Automático,Azul,21,False,Vizcaya,49,862,41,4941,1,47,1,0,Azul,234,False,0
MINI,MINI,MINI MINI COOPER S 5 PUERTAS 5p.,25500,Gasolina,2017.0,39040,192.0,5,Manual,Negro (A94 Midnight Black Metalizada),20,True,Zaragoza,41,463,1,4101,1,49,0,1,Negro,526,False,0
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTI Clubsport 2.0 TSI 265CV BMT 3p.,26999,Gasolina,2016.0,53200,265.0,3,Manual,Gris / Plata,11,False,Madrid,38,471,17,3817,1,29,0,0,Gris / Plata,412,False,0
MINI,Countryman,MINI Countryman Cooper S E ALL4 5p.,27900,Híbrido enchufable,2018.0,27000,224.0,5,Automático,Rojo (TECHO NEGRO),33,True,Las Palmas,41,631,4,4104,5,25,1,1,Rojo,612,False,0
PEUGEOT,e-208,PEUGEOT e208 Electrico Active 5p.,26450,Eléctrico,2020.0,1,136.0,5,Automático,Amarillo,12,True,Toledo,29,705,40,2940,6,44,1,1,Amarillo,230,True,1
KIA,Sportage,KIA Sportage 1.6 TGDi GT Line Essential 130kW 4x2 5p.,24800,Gasolina,2020.0,10000,177.0,5,Manual,Azul (AZUL),5,True,Valencia,40,540,16,4016,1,45,0,1,Azul,234,False,0
AUDI,Q7,AUDI Q7 Sport 3.0 TDI 160kW ultra quattro tiptro 5p.,38495,Diésel,2016.0,56617,218.0,5,Automático,Azul,7,True,Madrid,49,734,26,4926,0,29,1,1,Azul,234,False,0
PORSCHE,911,PORSCHE 911 TURBO COUPE 2p.,99000,Gasolina,2010.0,40300,500.0,2,Manual,Negro,21,False,Madrid,67,857,10,6710,1,29,0,0,Negro,526,False,0
SUZUKI,Vitara,SUZUKI Vitara 1.4 T GLE Mid Hybrid 5p.,23810,Híbrido,2020.0,0,129.0,5,Manual,Blanco,17,True,Madrid,31,580,12,3112,4,29,0,1,Blanco,282,True,1
NISSAN,X-TRAIL,NISSAN XTRAIL 5 Plazas dCi 96 kW 130 CV 4x4i TEKNA 5p.,26400,Diésel,2018.0,26795,130.0,5,Manual,Blanco (BLANCO PERLADO),34,True,Guipúzcoa,37,623,41,3741,0,20,0,1,Blanco,282,False,0
TOYOTA,Camry,TOYOTA Camry 2.5 220H Luxury 4p.,34900,Gasolina,2019.0,8,218.0,4,Automático,Azul (AZUL COBALTO),35,True,Vizcaya,33,718,29,3329,1,47,1,1,Azul,234,True,1
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ GLA GLA 180 5p.,28490,Gasolina,2019.0,13805,122.0,5,Manual,Negro (NEGRO COSMOS),26,True,Jaén,56,676,29,5629,1,23,0,1,Negro,526,False,0
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC 5p.,52900,Diésel,2020.0,3593,163.0,5,Automático,Blanco (Blanco polar),20,True,Valladolid,56,795,35,5635,0,46,1,1,Blanco,282,True,1
BENTLEY,Continental GT,BENTLEY Continental GT GT W12 Convertible 2p.,294900,Gasolina,2019.0,4000,635.0,2,Automático,Blanco (Matricula DE),42,True,Málaga,70,869,4,7004,1,32,1,1,Blanco,282,True,1
AUDI,Q3,AUDI Q3 Design edition 2.0 TDI 150CV quattro 5p.,22500,Diésel,2016.0,52000,150.0,5,Manual,Azul,21,True,Castellón,49,693,20,4920,0,10,0,1,Azul,234,False,0
PORSCHE,Macan,PORSCHE Macan S Diesel 5p.,46900,Diésel,2015.0,90000,258.0,5,Automático,Gris / Plata,54,True,Alicante,67,825,7,6707,0,2,1,1,Gris / Plata,412,False,0
TOYOTA,Rav4,TOYOTA Rav4 2.5l 220H Advance Plus 5p.,38500,Híbrido,2019.0,0,218.0,5,Automático,Gris / Plata (PLATA LUNA),21,True,Guipúzcoa,33,583,21,3321,4,20,1,1,Gris / Plata,412,True,1
AUDI,A6,AUDI A6 Advanced ed 2.0 TDI 140kW ultra S tronic 4p.,23900,Diésel,2016.0,82118,190.0,4,Automático,Gris / Plata,15,True,Madrid,49,672,16,4916,0,29,1,1,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 250 d Clase V Largo 4p.,64900,Diésel,2017.0,55000,204.0,4,Automático,Gris / Plata,23,True,Badajoz,56,794,34,5634,0,5,1,1,Gris / Plata,412,False,0
AUDI,Q2,AUDI Q2 untaggable 2.0 TDI 110kW quattro S tron 5p.,25500,Diésel,2017.0,74201,150.0,5,Automático,Azul (SPORT quattro),22,True,Madrid,49,684,18,4918,0,29,1,1,Azul,234,False,0
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C Coupe 200 2p.,39000,Gasolina,2018.0,52000,184.0,2,Automático,Azul,5,False,Madrid,56,645,24,5624,1,29,1,0,Azul,234,False,0
JEEP,Grand Cherokee,JEEP Grand Cherokee 3.0 V6 Diesel Limited 250 CV E6 5p.,29200,Diésel,2016.0,104859,250.0,5,Automático,Gris / Plata,12,True,Murcia,53,644,5,5305,0,31,1,1,Gris / Plata,412,False,0
PORSCHE,911,PORSCHE 911 Carrera S Coupe 997 2p.,39000,Gasolina,2004.0,104400,355.0,2,Automático,Negro,6,True,Valencia,67,857,10,6710,1,45,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,26990,Diésel,2019.0,29800,116.0,5,Automático,Negro,31,True,Cádiz,56,660,26,5626,0,15,1,1,Negro,526,False,0
PEUGEOT,3008,PEUGEOT 3008 1.5L BlueHDi 96kW 130CV SS Allure 5p.,26690,Diésel,2018.0,2,130.0,5,Automático,Gris / Plata,22,True,Valencia,29,613,38,2938,0,45,1,1,Gris / Plata,412,True,1
MERCEDES-BENZ,Clase G,MERCEDES-BENZ Clase G MercedesAMG G 63 5p.,375000,Gasolina,2020.0,100,585.0,5,Automático,Negro,12,True,Madrid,56,863,49,5649,1,29,1,1,Negro,526,True,1
BMW,Serie 3,BMW Serie 3 320d Gran Turismo 5p.,25900,Diésel,2016.0,58000,190.0,5,Automático,Blanco (ALPINWEISS),21,True,Navarra,50,508,2,5002,0,33,1,1,Blanco,282,False,0
HYUNDAI,Kona,HYUNDAI Kona 1.6 GDI HEV Klass DT 5p.,21900,Híbrido,2020.0,10,141.0,5,Automático,Gris / Plata,22,True,Madrid,35,654,29,3529,4,29,1,1,Gris / Plata,412,True,1
BMW,X5,BMW X5 xDRIVE30d 5p.,47900,Diésel,2016.0,78304,258.0,5,Automático,668 Schwarz (sÃ³lido),11,True,Madrid,50,720,12,5012,0,29,1,1,668 Schwarz,138,False,0
MERCEDES-BENZ,Clase G,MERCEDES-BENZ Clase G G 270 CDI STW 3p.,28900,Diésel,2002.0,299000,156.0,3,Automático,Verde (VERDE ANDRADITA METALIZADO),37,True,Valencia,56,863,49,5649,0,45,1,1,Verde,668,False,0
AUDI,A4,AUDI A4 2.0 TDI 110kW150CV S tronic S line ed 4p.,24990,Diésel,2017.0,74000,150.0,4,Automático,W1W1 Azul Lunar (metalizado),17,True,Madrid,49,525,9,4909,0,29,1,1,W1W1 Azul Lunar,674,False,0
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 d Estate 5p.,39900,Diésel,2019.0,3200,194.0,5,Automático,Azul (Cavansita),22,True,Salamanca,56,661,27,5627,0,37,1,1,Azul,234,True,1
MAZDA,CX-30,MAZDA CX30 SKYACTIVG 2.0 90 kW 2WD Evolution 5p.,27800,Gasolina,2021.0,5,122.0,5,Manual,Rojo (Soul Red Crystal),36,True,Ávila,36,704,14,3614,1,51,0,1,Rojo,612,True,1
BMW,X3,BMW X3 XDRIVE20D 5p.,59990,Híbrido,2020.0,7000,190.0,5,Automático,Blanco (BLANCO),20,True,Tarragona,50,662,11,5011,4,41,1,1,Blanco,282,True,1
DS,DS 7 Crossback,DS DS 7 Crossback PureTech 132kW 180CV Auto. PERF.LINE 5p.,35900,Gasolina,2019.0,29000,180.0,5,Automático,Negro,21,True,Salamanca,55,752,6,5506,1,37,1,1,Negro,526,False,0
VOLVO,XC60,VOLVO XC60 2.4 D4 AWD Summum Auto 5p.,21900,Diésel,2015.0,105000,190.0,5,Automático,Azul,14,True,Valencia,51,701,16,5116,0,45,1,1,Azul,234,False,0
FORD,Tourneo Custom,FORD Tourneo Custom 2.0 TDCI 125kW 170CV L1 Titanium 5p.,22900,Diésel,2016.0,69000,170.0,5,Manual,Gris / Plata,14,False,Málaga,24,634,30,2430,0,32,0,0,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 220 d Avantgarde Largo 5p.,44990,Diésel,2018.0,80000,163.0,5,Automático,Gris / Plata (Oscuro),18,True,Málaga,56,794,34,5634,0,32,1,1,Gris / Plata,412,False,0
BMW,Serie 1,BMW Serie 1 118d 5p.,37200,Diésel,2021.0,0,150.0,5,Automático,Gris / Plata (B39 Pintura metalizada Mineralgrau),4,True,Cantabria,50,515,3,5003,0,9,1,1,Gris / Plata,412,True,1
TESLA,Model S,TESLA Model S 75 5p.,46500,Eléctrico,2017.0,39193,388.0,5,Automático,Negro,31,True,Sevilla,65,811,1,6501,6,39,1,1,Negro,526,False,0
JAGUAR,E-Pace,JAGUAR E-Pace 2.0P 147kW RDynamic S 4WD Auto 5p.,42000,Gasolina,2018.0,40000,200.0,5,Automático,Gris / Plata,10,False,Tenerife,57,786,9,5709,1,42,1,0,Gris / Plata,412,False,0
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 d 5p.,28900,Diésel,2018.0,28926,136.0,5,Manual,Negro (NEGRO ),31,True,Barcelona,56,676,29,5629,0,7,0,1,Negro,526,False,0
OPEL,Grandland X,OPEL Grandland X 1.6 Turbo Ultimate Auto 5p.,23900,Gasolina,2019.0,18095,181.0,5,Automático,Blanco (*RIV*),38,True,Barcelona,23,651,32,2332,1,7,1,1,Blanco,282,False,0
BMW,Serie 3,BMW Serie 3 330d Auto. xDrive Gran Turismo 5p.,22900,Diésel,2016.0,149000,258.0,5,Automático,Negro,54,True,Madrid,50,508,2,5002,0,29,1,1,Negro,526,False,0
VOLVO,XC60,VOLVO XC60 2.0 D4 RDesign Auto 5p.,52900,Diésel,2020.0,10,190.0,5,Automático,Charcoal (Parcial Cuero Contour),34,True,Zaragoza,51,701,16,5116,0,49,1,1,Charcoal,342,True,1
OPEL,Grandland X PHEV,OPEL Grandland X PHEV 1.6 Turbo Ultimate Auto 4x4 5p.,45300,Híbrido enchufable,2020.0,0,300.0,5,Automático,Blanco,21,True,Madrid,23,773,36,2336,5,29,1,1,Blanco,282,True,1
KIA,e-Niro,KIA eNiro eNiro 150kW Emotion Long Range 5p.,39600,Eléctrico,2021.0,1,204.0,5,Automático,Rojo,5,True,Barcelona,40,738,28,4028,6,7,1,1,Rojo,612,True,1
AUDI,e-tron,AUDI etron Black line 55 quattro 5p.,89890,Eléctrico,2020.0,1680,408.0,5,Automático,Blanco (Glaciar),44,True,Madrid,49,850,38,4938,6,29,1,1,Blanco,282,True,1
SMART,fortwo,SMART fortwo 60kW81CV EQ coupe 3p.,22295,Eléctrico,2019.0,1,82.0,3,Automático,Blanco (Blanco Polar),18,True,Madrid,22,385,3,2203,6,29,1,1,Blanco,282,True,1
AUDI,A5,AUDI A5 Sportback 2.0 TDI clean 150 multi S line 5p.,23900,Diésel,2016.0,119000,150.0,5,Automático,Negro,54,True,Madrid,49,659,14,4914,0,29,1,1,Negro,526,False,0
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,29900,Diésel,2020.0,9000,116.0,5,Automático,Blanco,51,True,Burgos,56,660,26,5626,0,8,1,1,Blanco,282,True,1
AUDI,Q2,AUDI Q2 design edition 1.6 TDI 85kW 116CV 5p.,22650,Diésel,2018.0,23602,116.0,5,Manual,Blanco,39,True,Madrid,49,684,18,4918,0,29,0,1,Blanco,282,False,0
VOLVO,XC90,VOLVO XC90 2.0 D5 AWD Inscription Auto 5p.,39990,Diésel,2016.0,107000,235.0,5,Automático,Negro,47,True,Málaga,51,747,18,5118,0,32,1,1,Negro,526,False,0
LEXUS,UX,LEXUS UX 2.0 250h Luxury 5p.,42000,Híbrido,2019.0,9000,184.0,5,Automático,Gris / Plata,11,False,Madrid,54,745,16,5416,4,29,1,0,Gris / Plata,412,True,1
KIA,Stinger,KIA Stinger 2.2 CRDi 147kW 200CV GT Line 4x2 5p.,44990,Diésel,2021.0,0,200.0,5,Automático,Rojo,28,True,Asturias,40,799,31,4031,0,4,1,1,Rojo,612,True,1
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C Coupe C 220 d 2p.,55100,Diésel,2020.0,1,194.0,2,Automático,Azul (Azul Cavansita),25,True,Barcelona,56,645,24,5624,0,7,1,1,Azul,234,True,1
BMW,X2,BMW X2 sDrive18d 5p.,26900,Diésel,2018.0,117000,150.0,5,Automático,Gris / Plata (BMW-X2 MPack.sport-Performance),54,True,Madrid,50,740,15,5015,0,29,1,1,Gris / Plata,412,False,0
